_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,first_review,last_review,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,extra_people,guests_included,address,availability,review_scores,reviews,security_deposit,reviews_per_month,host_id,host_name,host_location,host_neighbourhood,host_listings_count,host_total_listings_count
31135824,Camões Executive Flat (w/ Air conditioning),Apartment,Entire home/apt,Real Bed,3,90,2019-01-25 05:00:00,2019-02-14 05:00:00,4,1.0,2.0,3,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Crib', 'Room-darkening shades', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Paid parking on premises']",45.0,15.0,2,"{'street': 'Porto, Porto, Portugal', 'suburb': '', 'government_area': 'Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória', 'market': 'Porto', 'country': 'Portugal', 'country_code': 'PT', 'location': {'type': 'Point', 'coordinates': [-8.60981, 41.15693], 'is_location_exact': True}}","{'availability_30': 11, 'availability_60': 32, 'availability_90': 43, 'availability_365': 197}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 87}","[{'_id': '404790344', 'date': datetime.datetime(2019, 1, 25, 5, 0), 'listing_id': '31135824', 'reviewer_id': '105588017', 'reviewer_name': 'Fábio', 'comments': 'A hospedagem foi excelente. Os anfitriões são extremamente acessíveis e atenciosos, disponíveis por telefone a qualquer momento. A habitação, localizada bem no Centro do Porto, estava muito limpa e confortavelmente equipada. Recomendamos fortemente a todos!'}, {'_id': '406365127', 'date': datetime.datetime(2019, 1, 29, 5, 0), 'listing_id': '31135824', 'reviewer_id': '16300119', 'reviewer_name': 'Martin', 'comments': 'Bel appartement et bien placé ! Je recommande'}, {'_id': '412016662', 'date': datetime.datetime(2019, 2, 14, 5, 0), 'listing_id': '31135824', 'reviewer_id': '67348267', 'reviewer_name': 'Sergei', 'comments': 'из плюсов- квартира чистая,с современным ремонтом и всеми удобствами для полноценного проживания.\nиз минусов- по нашему ощущению было очень холодно в первые три дня.'}]",150.0,3.0,124060965,Lurdes E Jorge,"Lamego, Viseu District, Portugal",,2,2
31332997,Sucá Apartments - in the heart of Porto (Apt3),Apartment,Entire home/apt,Real Bed,1,1125,2019-01-28 05:00:00,2019-01-28 05:00:00,2,1.0,2.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed', 'Wide doorway', 'Step-free access', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Handheld shower head', 'Paid parking on premises']",60.0,0.0,2,"{'street': 'Porto, Porto, Portugal', 'suburb': '', 'government_area': 'Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória', 'market': 'Porto', 'country': 'Portugal', 'country_code': 'PT', 'location': {'type': 'Point', 'coordinates': [-8.61342, 41.145], 'is_location_exact': True}}","{'availability_30': 11, 'availability_60': 30, 'availability_90': 55, 'availability_365': 189}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '406037720', 'date': datetime.datetime(2019, 1, 28, 5, 0), 'listing_id': '31332997', 'reviewer_id': '67229030', 'reviewer_name': 'Karlotta', 'comments': 'The apartment was completely new, very clean and stylish and had everything we need incl. a washing machine. Location was perfect, right in the center of Porto. Cristina was very friendly, answered immerdiately to our texts and gave us a lot of helpful recommendations. Highly recommended to anyone!'}]",150.0,1.0,234394881,Girafa,"Porto, Porto District, Portugal",,4,4
31318633,Spacious room with private floor in 3 story home,Townhouse,Private room,Real Bed,2,34,2019-02-18 05:00:00,2019-03-04 05:00:00,2,1.0,1.0,3,1.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Garden or backyard', 'Long term stays allowed', 'Other']",60.0,0.0,1,"{'street': 'Rozelle, NSW, Australia', 'suburb': 'Lilyfield/Rozelle', 'government_area': 'Leichhardt', 'market': 'Sydney', 'country': 'Australia', 'country_code': 'AU', 'location': {'type': 'Point', 'coordinates': [151.16873, -33.87127], 'is_location_exact': False}}","{'availability_30': 4, 'availability_60': 4, 'availability_90': 4, 'availability_365': 4}","{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 93}","[{'_id': '414185104', 'date': datetime.datetime(2019, 2, 18, 5, 0), 'listing_id': '31318633', 'reviewer_id': '27649517', 'reviewer_name': 'Field', 'comments': ""Naturally the first thing that is most unique about staying at Andy’s place is that you are living in an attic/loft with 2 skylight windows that bring in plenty of sunshine! It’s not everyday you get to wake up with the sun shining down on you which made waking up very pleasant just busking in the morning light. \n\nSecond of all, I don’t think we’ve ever been on a more comfortable bed. Every night we fall asleep so easily and soundly and every morning it takes us ages to get off the bed because it’s really just that comfortable. You have to try it to believe it.\n\nWhile Andy wasn’t around in the place, her friend Jacque was and she was the warmest person ever. We were late checking in on the first night and she waited for us to get back so she could welcome us in. \n\nThe toilets are also very extremely clean and well fitted, hot water readily available.\n\nAndy also lives in a really nice quiet neighbourhood that isn't too far off from the city too, which is great cos travelling is convenient and you still get to come home to peace and quiet. That being said, there are plenty of great cafe's and eateries around the neighbourhood, so if you feel like avoiding the city hustle, you're covered.\n\nAll in all, we can’t recommend Andy’s place enough and we will definitely be back again soon!""}, {'_id': '417076579', 'date': datetime.datetime(2019, 2, 26, 5, 0), 'listing_id': '31318633', 'reviewer_id': '90140539', 'reviewer_name': 'Hyeseul', 'comments': 'Andy’s place was a lovely, bright and sunny room even though it was a bit far from lightrail or bus stops. I stayed for one week and it was a perfect choice for me. It have spacious bed and all the lovely objets, and the view of the city was beautiful.'}, {'_id': '419825790', 'date': datetime.datetime(2019, 3, 4, 5, 0), 'listing_id': '31318633', 'reviewer_id': '16609191', 'reviewer_name': 'Anne Marie', 'comments': ""Andy's place is really lovely, check-in was simple and is a good proximity to Sydney CBD an as well as some lovely bay walks. Housemates are super welcoming and the kitchen is equipped with basic necessities to cook in the kitchen. The room is a little bit warm in the summer due to being on the top floor but Andy has provided a fan. The room was very clean and spacious with comfy pillows and nice bedding. Highly recommend!""}]",0.0,3.0,15024321,Andy,"Sydney, New South Wales, Australia",,1,1
31598034,Apartamento no centro do Rio,Apartment,Entire home/apt,Real Bed,2,120,2019-01-22 05:00:00,2019-01-22 05:00:00,4,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Host greets you']",101.0,0.0,1,"{'street': 'Estácio, Rio de Janeiro, Brazil', 'suburb': 'Estacio', 'government_area': 'Estácio', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.2063933581498, -22.914730794351065], 'is_location_exact': True}}","{'availability_30': 0, 'availability_60': 0, 'availability_90': 0, 'availability_365': 191}",{},"[{'_id': '404103788', 'date': datetime.datetime(2019, 1, 22, 5, 0), 'listing_id': '31598034', 'reviewer_id': '33734173', 'reviewer_name': 'Alexandre', 'comments': 'The host canceled this reservation 36 days before arrival. This is an automated posting.'}]",0.0,1.0,231425628,Josi,BR,Estacio,1,1
31644399,Private Garden “Pi House Villa Garden” in Cihangir,Apartment,Entire home/apt,Real Bed,2,1125,2019-02-17 05:00:00,2019-02-17 05:00:00,4,2.0,4.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Private entrance', 'Crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Beachfront']",316.0,149.0,2,"{'street': 'Cihangir, İstanbul, Turkey', 'suburb': 'Beyoglu', 'government_area': 'Beyoglu', 'market': 'Istanbul', 'country': 'Turkey', 'country_code': 'TR', 'location': {'type': 'Point', 'coordinates': [28.98365, 41.03007], 'is_location_exact': False}}","{'availability_30': 3, 'availability_60': 26, 'availability_90': 47, 'availability_365': 311}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 8, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '413103737', 'date': datetime.datetime(2019, 2, 17, 5, 0), 'listing_id': '31644399', 'reviewer_id': '166101673', 'reviewer_name': 'María Elena', 'comments': 'Me encanto todo, muy acogedor.'}]",530.0,1.0,126307328,Recep,"Istanbul, İstanbul, Turkey",,4,4
31845112,"Cozy room in Trinitat Vella, 15 min center BCN",Apartment,Private room,Real Bed,1,1125,2019-02-07 05:00:00,2019-03-04 05:00:00,2,1.0,2.0,6,1.0,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Cleaning before checkout']",25.0,0.0,1,"{'street': 'Barcelona, Catalunya, Spain', 'suburb': 'Sant Andreu', 'government_area': 'la Trinitat Vella', 'market': 'Barcelona', 'country': 'Spain', 'country_code': 'ES', 'location': {'type': 'Point', 'coordinates': [2.1894, 41.45179], 'is_location_exact': True}}","{'availability_30': 1, 'availability_60': 17, 'availability_90': 40, 'availability_365': 131}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 8, 'review_scores_value': 10, 'review_scores_rating': 100}",[],0.0,6.0,238660455,Monica,ES,La Trinitat Vella,1,1
31951390,Kactus Hotel & Service Apartment Type 4,Boutique hotel,Private room,Real Bed,1,1125,2019-02-09 05:00:00,2019-02-24 05:00:00,2,1.0,1.0,10,1.0,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer']",447.0,0.0,1,"{'street': 'Hong Kong, Kowloon, Hong Kong', 'suburb': 'Sham Shui Po', 'government_area': 'Sham Shui Po', 'market': 'Hong Kong', 'country': 'Hong Kong', 'country_code': 'HK', 'location': {'type': 'Point', 'coordinates': [114.16036, 22.32639], 'is_location_exact': True}}","{'availability_30': 25, 'availability_60': 45, 'availability_90': 75, 'availability_365': 75}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 100}","[{'_id': '409857526', 'date': datetime.datetime(2019, 2, 9, 5, 0), 'listing_id': '31951390', 'reviewer_id': '239767598', 'reviewer_name': '小板栗', 'comments': '挺干净的,如果有吹风机就更好了'}, {'_id': '411311430', 'date': datetime.datetime(2019, 2, 12, 5, 0), 'listing_id': '31951390', 'reviewer_id': '136499886', 'reviewer_name': '蔚', 'comments': '這是我在hk住過最便宜最好的酒店了 它裝修風格好 酒店裡每一個人都很nice 只是不會英語的我溝通有點問題 只能拿著手機翻譯 除了這個 其他都很好!下次來還會繼續住;-)'}, {'_id': '411920633', 'date': datetime.datetime(2019, 2, 14, 5, 0), 'listing_id': '31951390', 'reviewer_id': '156730761', 'reviewer_name': '莉', 'comments': '很干净,很有格调,比我预想中好太多了｡'}, {'_id': '412202618', 'date': datetime.datetime(2019, 2, 15, 5, 0), 'listing_id': '31951390', 'reviewer_id': '230027294', 'reviewer_name': '浩', 'comments': '非常不错,舒适干净､整洁清爽,房东也非常热情,帮我解决问题,下次还来!'}, {'_id': '412561639', 'date': datetime.datetime(2019, 2, 16, 5, 0), 'listing_id': '31951390', 'reviewer_id': '186353523', 'reviewer_name': '容', 'comments': '环境很好 房东人很nice'}, {'_id': '412979093', 'date': datetime.datetime(2019, 2, 17, 5, 0), 'listing_id': '31951390', 'reviewer_id': '69162252', 'reviewer_name': '紫薇', 'comments': 'Thanks a lot !\nNice handsome Korean boy!!!'}, {'_id': '413003914', 'date': datetime.datetime(2019, 2, 17, 5, 0), 'listing_id': '31951390', 'reviewer_id': '242883047', 'reviewer_name': 'WeiHua', 'comments': '房间很干净舒适｡深水埗那里生活很方便,各种饭馆特别多,而且都很有老香港的味道｡去的路上有很多旧楼,到了地方就发现特别干净美观,是一整个的单元,有电梯,入口在街上拐进来的小巷里｡'}, {'_id': '413043740', 'date': datetime.datetime(2019, 2, 17, 5, 0), 'listing_id': '31951390', 'reviewer_id': '132111570', 'reviewer_name': '高', 'comments': '房间和图片上一样 在香港这个寸土寸金的地方能住到这样的酒店很不错了 老板装修的很有情调'}, {'_id': '413079365', 'date': datetime.datetime(2019, 2, 17, 5, 0), 'listing_id': '31951390', 'reviewer_id': '113237861', 'reviewer_name': 'Angie', 'comments': 'Room is clean and great for 2 presons. Quickly check in & out. Location was easily to funded.\nIt will be better to has a hair dryer.\n房间很干净,两人住刚刚好,入住退房快,地点很好找(但是只有一个女生的话,不建议太晚回去)｡没有吹风机｡'}, {'_id': '415992961', 'date': datetime.datetime(2019, 2, 24, 5, 0), 'listing_id': '31951390', 'reviewer_id': '72488494', 'reviewer_name': '徐', 'comments': 'Sound insulation is not good. I heard noise around my room. Maybe because of the structure of the building is too old. Nothing bad except that. Korean tenant is really nice!'}]",0.0,10.0,39989776,Jaehwan,"부산, 대한민국",Soho,18,18
31951516,Centre of Barcelona Room in penthouse with terrace,Apartment,Private room,Real Bed,4,1125,2019-02-28 05:00:00,2019-02-28 05:00:00,2,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Hot water']",120.0,10.0,1,"{'street': 'Barcelona, CT, Spain', 'suburb': 'Eixample', 'government_area': ""la Dreta de l'Eixample"", 'market': 'Barcelona', 'country': 'Spain', 'country_code': 'ES', 'location': {'type': 'Point', 'coordinates': [2.17172, 41.39197], 'is_location_exact': False}}","{'availability_30': 30, 'availability_60': 60, 'availability_90': 90, 'availability_365': 207}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}",[],100.0,1.0,2039014,Neil,ES,Shoreditch,2,2
32024517,Welcome to my sweet home!!,Apartment,Entire home/apt,Real Bed,3,1125,2019-03-02 05:00:00,2019-03-02 05:00:00,2,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Window guards', 'Table corner guards', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Other']",353.0,100.0,2,"{'street': 'Hong Kong, Kowloon, Hong Kong', 'suburb': 'Yau Tsim Mong', 'government_area': 'Yau Tsim Mong', 'market': 'Hong Kong', 'country': 'Hong Kong', 'country_code': 'HK', 'location': {'type': 'Point', 'coordinates': [114.1697, 22.32224], 'is_location_exact': False}}","{'availability_30': 12, 'availability_60': 12, 'availability_90': 12, 'availability_365': 51}","{'review_scores_accuracy': 8, 'review_scores_cleanliness': 8, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 8, 'review_scores_rating': 100}","[{'_id': '418366637', 'date': datetime.datetime(2019, 3, 2, 5, 0), 'listing_id': '32024517', 'reviewer_id': '171930325', 'reviewer_name': 'Jonathan', 'comments': ""Shirely is a wonderful host. Her apartment is located in section of Kowloon which is mainly composed of locals. There are many food options around with access to the buses, subway and taxis close by. The bathroom is quite small, but typical for Hong Kong.  As a host, Shirely is excellent; communicating regularly and always responsive. Next time I'm in HK, I will definitely try to reserve with Shirely.""}]",0.0,1.0,113625018,Shirely,"Hong Kong, Hong Kong",,1,1
32092426,Splendid uptown suites at Times Square!銅鑼灣舒適大房,Apartment,Entire home/apt,Real Bed,2,30,2019-02-17 05:00:00,2019-02-17 05:00:00,7,2.0,4.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove']",1052.0,100.0,4,"{'street': 'Hong Kong, Hong Kong Island, Hong Kong', 'suburb': 'Causeway Bay', 'government_area': 'Wan Chai', 'market': 'Hong Kong', 'country': 'Hong Kong', 'country_code': 'HK', 'location': {'type': 'Point', 'coordinates': [114.18218, 22.27705], 'is_location_exact': True}}","{'availability_30': 5, 'availability_60': 14, 'availability_90': 44, 'availability_365': 44}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 8, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '413077578', 'date': datetime.datetime(2019, 2, 17, 5, 0), 'listing_id': '32092426', 'reviewer_id': '8744087', 'reviewer_name': 'Leo', 'comments': 'Simon was great.  The space was as advertised. Centrally located! Everything Is within reach.'}]",0.0,1.0,30703209,Simon,"Hong Kong Island, Hong Kong",Causeway Bay,6,6
32104830,"Sagrada Familia Church, Barcelona",Apartment,Entire home/apt,Real Bed,1,180,2019-02-07 05:00:00,2019-02-07 05:00:00,6,3.0,5.0,1,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Baby bath', 'Children’s books and toys', 'Crib', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Host greets you', 'Handheld shower head', 'Paid parking on premises']",98.0,20.0,6,"{'street': 'Barcelona, CT, Spain', 'suburb': 'Sant Martí', 'government_area': ""el Camp de l'Arpa del Clot"", 'market': 'Barcelona', 'country': 'Spain', 'country_code': 'ES', 'location': {'type': 'Point', 'coordinates': [2.17854, 41.41044], 'is_location_exact': False}}","{'availability_30': 2, 'availability_60': 12, 'availability_90': 22, 'availability_365': 107}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 6, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 6, 'review_scores_rating': 80}",[],0.0,1.0,36113926,Chela,"Barcelona, Catalonia, Spain",,1,1
32297024,!Luxury Studio @Central  steps from Escalator,Apartment,Entire home/apt,Real Bed,3,1125,2019-02-27 05:00:00,2019-03-03 05:00:00,2,0.0,1.0,2,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace']",950.0,50.0,1,"{'street': 'Hong Kong, Hong Kong Island, Hong Kong', 'suburb': 'Central & Western District', 'government_area': 'Central & Western', 'market': 'Hong Kong', 'country': 'Hong Kong', 'country_code': 'HK', 'location': {'type': 'Point', 'coordinates': [114.15195, 22.28232], 'is_location_exact': True}}","{'availability_30': 13, 'availability_60': 15, 'availability_90': 15, 'availability_365': 15}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 100}","[{'_id': '417341723', 'date': datetime.datetime(2019, 2, 27, 5, 0), 'listing_id': '32297024', 'reviewer_id': '4477073', 'reviewer_name': 'Thomas', 'comments': 'Great place! Location is up on the hill but close to the elevators, and walkable to SoHo/LKF with lots of restaurants & bars. Place is modern, clean, bright, and with a small balcony and a good view. Comes with office chair and 27"" screen and 400+ MBit/s fiber internet if you want to work. Check-in and check out worked seamlessly. Would stay again!'}, {'_id': '418838369', 'date': datetime.datetime(2019, 3, 3, 5, 0), 'listing_id': '32297024', 'reviewer_id': '243462930', 'reviewer_name': 'Ikjae', 'comments': 'good location, very good facility, nice view'}]",3000.0,2.0,242439335,Kyle,US,Soho,1,1
31867873,Quiet & Cozy,Bed and breakfast,Private room,Real Bed,2,30,2019-02-25 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,2,1.0,"['Wifi', 'Breakfast', 'Elevator', 'Heating', 'Essentials', 'Shampoo', 'Hangers']",18.0,5.0,1,"{'street': 'Barcelona, Catalunya, Spain', 'suburb': 'Sant Andreu', 'government_area': 'Sant Andreu', 'market': 'Barcelona', 'country': 'Spain', 'country_code': 'ES', 'location': {'type': 'Point', 'coordinates': [2.19256, 41.43924], 'is_location_exact': True}}","{'availability_30': 9, 'availability_60': 17, 'availability_90': 39, 'availability_365': 77}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}",[],2000.0,2.0,97691587,Rima,"Barcelona, Catalonia, Spain",Sant Andreu de Palomar,2,2
32160778,Perfect Location! Suite Room 1 min from La Rambla,Apartment,Private room,Real Bed,1,1125,2019-03-01 05:00:00,2019-03-01 05:00:00,2,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room']",80.0,0.0,1,"{'street': 'Barcelona, Catalunya, Spain', 'suburb': 'Ciutat Vella', 'government_area': 'el Raval', 'market': 'Barcelona', 'country': 'Spain', 'country_code': 'ES', 'location': {'type': 'Point', 'coordinates': [2.17498, 41.37804], 'is_location_exact': True}}","{'availability_30': 7, 'availability_60': 29, 'availability_90': 59, 'availability_365': 269}","{'review_scores_accuracy': 8, 'review_scores_cleanliness': 10, 'review_scores_checkin': 8, 'review_scores_communication': 8, 'review_scores_location': 10, 'review_scores_value': 8, 'review_scores_rating': 100}",[],150.0,1.0,240567676,Aldo,ES,El Raval,5,5
32178403,Modern & Cosy 3BD in Ramblas *Balcony,Apartment,Entire home/apt,Real Bed,2,1125,2019-02-20 05:00:00,2019-02-25 05:00:00,8,3.0,3.0,2,2.0,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Hangers', 'Iron', 'Laptop friendly workspace', 'High chair', 'Microwave', 'Coffee maker', 'Dishwasher', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",120.0,20.0,7,"{'street': 'Barcelona, Spain', 'suburb': 'Ciutat Vella', 'government_area': 'el Barri Gòtic', 'market': 'Barcelona', 'country': 'Spain', 'country_code': 'ES', 'location': {'type': 'Point', 'coordinates': [2.17803, 41.37924], 'is_location_exact': False}}","{'availability_30': 12, 'availability_60': 42, 'availability_90': 72, 'availability_365': 276}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 8, 'review_scores_rating': 90}",[],300.0,2.0,32037490,SweetInn,"Barcelona, Catalonia, Spain",Dreta de l'Eixample,74,74
31804891,Manly Harbour View,Apartment,Entire home/apt,Real Bed,2,1125,2019-02-24 05:00:00,2019-02-24 05:00:00,6,3.0,4.0,1,2.0,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance']",399.0,0.0,5,"{'street': 'Manly, NSW, Australia', 'suburb': 'Manly', 'government_area': 'Manly', 'market': 'Sydney', 'country': 'Australia', 'country_code': 'AU', 'location': {'type': 'Point', 'coordinates': [151.28526, -33.80705], 'is_location_exact': True}}","{'availability_30': 22, 'availability_60': 52, 'availability_90': 82, 'availability_365': 357}","{'review_scores_accuracy': 8, 'review_scores_cleanliness': 4, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 6, 'review_scores_rating': 80}","[{'_id': '415961477', 'date': datetime.datetime(2019, 2, 24, 5, 0), 'listing_id': '31804891', 'reviewer_id': '79085833', 'reviewer_name': 'Craig', 'comments': 'Great View and Location. Robert is a great host.'}]",2000.0,1.0,234014088,Robert,AU,Manly,1,1
